"","timestamp","lon","lat","UTMlon","UTMlat","timediff","vLon","vLat"
"235721",2015-07-09 03:54:04,-97.730132285,30.283354197,622131.314477979,3350866.53987579,0,-3.61384681367781,0.591985373447339
"235722",2015-07-09 03:54:07,-97.730244781,30.283371313,622120.472937538,3350868.31583191,3,0.839402709951779,2.77733967391153
"235723",2015-07-09 03:54:13,-97.730190489,30.283521148,622125.509353798,3350884.97986995,6,-0.376763566552351,3.0920360746483
"235724",2015-07-09 03:54:16,-97.730201161,30.283604951,622124.379063098,3350894.25597817,3,0.313844873569906,2.94129106790448
"235725",2015-07-09 03:54:19,-97.730190348,30.283684465,622125.320597719,3350903.07985138,3,0.576311785553116,1.3135992262202
"235726",2015-07-09 03:54:25,-97.730153486,30.283755224,622128.778468432,3350910.96144674,6,0.207586981379427,0.0381883685477078
"235727",2015-07-09 03:54:30,-97.730142674,30.283756842,622129.816403339,3350911.15238858,5,0.00237359863240272,0.891320447903126
"235728",2015-07-09 03:54:34,-97.730142161,30.283789007,622129.825897734,3350914.71767037,4,-0.262313612620346,1.94375454960391
"235729",2015-07-09 03:54:37,-97.730149664,30.283841696,622129.038956896,3350920.54893402,3,-0.123607479641214,0.548673954978585
"235730",2015-07-09 03:54:42,-97.73015577,30.283866509,622128.420919498,3350923.29230379,5,0.0966144941824799,-0.619773035403341
"235731",2015-07-09 03:54:45,-97.730152973,30.283849705,622128.71076298,3350921.43298469,3,-0.00241235355497338,0.215806653141044
"235732",2015-07-09 03:54:49,-97.730152973,30.283857494,622128.701113566,3350922.2962113,4,0.664453246747144,0.0713823741301894
"235733",2015-07-09 03:54:54,-97.730118395,30.283860379,622132.0233798,3350922.65312317,5,-0.0466832389356568,0.166034053079784
"235734",2015-07-09 03:54:57,-97.730119793,30.283864887,622131.883330083,3350923.15122533,3,-0.377858303196263,-0.384960062918253
"235735",2015-07-09 03:55:01,-97.730135684,30.283851147,622130.37189687,3350921.61138508,4,-0.0788909373998952,-0.962882624240592
"235736",2015-07-09 03:55:07,-97.730141276,30.283799072,622129.898551246,3350915.83408933,6,-0.0782393894623965,-0.219141150079668
"235737",2015-07-09 03:55:12,-97.73014547,30.283789226,622129.507354299,3350914.73838358,5,-0.030599592680422,-1.27278777056684
"235738",2015-07-09 03:55:15,-97.730146868,30.283754786,622129.415555521,3350910.92002027,3,-0.700192056276137,0.275979489320889
"235739",2015-07-09 03:55:19,-97.730175855,30.283765028,622126.614787295,3350912.02393823,4,-0.590745068931331,-0.75673298848172
"235740",2015-07-09 03:55:22,-97.730194542,30.283744725,622124.842552089,3350909.75373926,3,-0.814160109544173,0.404222707822919
"235741",2015-07-09 03:55:27,-97.730236625,30.28376337,622120.771751541,3350911.7748528,5,-0.07002434192691,0.24902343575377
"235742",2015-07-09 03:55:31,-97.730239421,30.283772385,622120.491654173,3350912.77094654,4,0.16498915796789,0.0131498793295274
"235743",2015-07-09 03:55:37,-97.730229121,30.283772997,622121.481589121,3350912.84984582,6,-0.0265580302026744,0.370777714454259
