"","timestamp","lon","lat","UTMlon","UTMlat","timediff","vLon","vLat"
"24912",2015-06-23 05:31:35,-97.734351213,30.285094306,621723.371780558,3351054.8611388,0,-17.6545484089875,25.6575987196993
"24919",2015-06-23 05:31:37,-97.734712331,30.285560821,621688.06268374,3351106.17633624,2,14.436068409821,-9.42935039568692
"24925",2015-06-23 05:31:40,-97.73426539,30.285301253,621731.37088897,3351077.88828506,3,14.2298660253485,-5.562536664928
"24932",2015-06-23 05:31:43,-97.733823538,30.285146405,621774.060487046,3351061.20067506,3,2.73051470093196,3.57355037936941
"24939",2015-06-23 05:31:45,-97.733765939,30.285210337,621779.521516448,3351068.34777582,2,1.67067059408873,3.74368146318011
"24946",2015-06-23 05:31:47,-97.733730336,30.285277552,621782.862857636,3351075.83513875,2,2.43675187513387,2.31324092795451
"24952",2015-06-23 05:31:50,-97.733653537,30.285339427,621790.173113261,3351082.77486153,3,5.42570338650451,-0.652840278421839
"24958",2015-06-23 05:31:53,-97.733484553,30.28532012,621806.450223421,3351080.8163407,3,6.50577337337503,-0.618250836463024
"24963",2015-06-23 05:31:56,-97.733281873,30.285301423,621825.967543541,3351078.96158819,3,7.21875646333986,-1.30721305978174
"24970",2015-06-23 05:31:59,-97.733057197,30.285263863,621847.623812931,3351075.03994901,3,7.14874342177063,-1.05814864509739
"24975",2015-06-23 05:32:01,-97.732908811,30.285243331,621861.921299774,3351072.92365172,2,7.72894971778927,0.106726241608461
"24983",2015-06-23 05:32:04,-97.732667732,30.285243886,621885.108148928,3351073.24383044,3,7.73537208291236,-0.468778559938073
"24989",2015-06-23 05:32:07,-97.732426653,30.285228862,621908.314265176,3351071.83749476,3,11.832438727899,-3.17686317232437
"24997",2015-06-23 05:32:09,-97.732181379,30.285169156,621931.979142632,3351065.48376842,2,4.76902032732808,-0.993175399955362
"24980",2015-06-23 05:32:12,-97.732032994,30.285140834,621946.286203614,3351062.50424222,3,7.00867670768639,-0.560091889230534
"25010",2015-06-23 05:32:14,-97.731887405,30.285129316,621960.30355703,3351061.38405844,2,7.31523303121018,-0.450805534143001
"25016",2015-06-23 05:32:17,-97.731659423,30.285114904,621982.249256123,3351060.03164184,3,7.03525177179836,-0.930862921134879
"25022",2015-06-23 05:32:20,-97.73144034,30.285087583,622003.355011439,3351057.23905307,3,6.65856905952872,-0.791149239676694
"25028",2015-06-23 05:32:23,-97.731232956,30.285064157,622023.330718617,3351054.86560535,3,7.37163112095247,-1.4800608032383
"25034",2015-06-23 05:32:26,-97.731003574,30.285021869,622045.44561198,3351050.42542294,3,6.14195312031855,-1.62956465501338
"25040",2015-06-23 05:32:29,-97.730812594,30.284975906,622063.871471341,3351045.53672898,3,3.68425260169897,-1.334306697594
"25046",2015-06-23 05:32:31,-97.730736304,30.284951087,622071.239976544,3351042.86811558,2,1.46309423353523,-0.680615041404963
"25052",2015-06-23 05:32:34,-97.730690912,30.284932223,622075.629259245,3351040.82627046,3,1.09709196395706,-3.17752281809226
"25064",2015-06-23 05:32:39,-97.730635733,30.284788332,622081.114719065,3351024.93865637,5,-0.5311056660139,-5.02616514824331
"25071",2015-06-23 05:32:41,-97.730647943,30.284697747,622080.052507733,3351014.88632607,2,-2.50118750446321,-6.04723636324828
"25076",2015-06-23 05:32:44,-97.730728054,30.284534829,622072.548945219,3350996.74461698,3,-3.00814803654794,-7.74886411397407
"25083",2015-06-23 05:32:47,-97.730824568,30.284326008,622063.52450111,3350973.49802464,3,-1.35837118746713,-7.6174096846953
"25090",2015-06-23 05:32:50,-97.730869585,30.284120246,622059.449387547,3350950.64579559,3,-1.9941962865026,-4.34552652419855
"25096",2015-06-23 05:32:53,-97.730933291,30.284003233,622053.466798688,3350937.60921601,3,-1.69001272735962,-0.540973792939136
"25102",2015-06-23 05:32:56,-97.730986185,30.283989102,622048.396760506,3350935.98629464,3,-0.696961843913111,-0.749823803392549
"25109",2015-06-23 05:32:59,-97.731008182,30.283969018,622046.305874974,3350933.73682323,3,-1.39062489185017,-2.52556562423706
"24864",2015-06-23 05:33:01,-97.731037681,30.283923727,622043.52462519,3350928.68569198,2,1.5355056146703,-3.14873849926516
"24868",2015-06-23 05:33:04,-97.730990891,30.283838039,622048.131142034,3350919.23947648,3,5.33269319816027,-1.74137603258714
"24878",2015-06-23 05:33:09,-97.730714723,30.283756798,622074.794608025,3350910.53259632,5,7.58327884052414,-1.63295485009439
"24882",2015-06-23 05:33:11,-97.730557439,30.283725804,622089.961165706,3350907.26668662,2,10.1641972832149,-2.91888131201267
"24887",2015-06-23 05:33:14,-97.730241472,30.283643727,622120.453757556,3350898.51004268,3,12.9132769563779,-4.47933962754905
"24892",2015-06-23 05:33:17,-97.729840316,30.283518582,622159.193588425,3350885.0720238,3,12.7974420375346,-3.60916473669931
"24897",2015-06-23 05:33:20,-97.72944247,30.283417023,622197.585914538,3350874.24452959,3,13.1177586225482,-2.71955403639004
"24902",2015-06-23 05:33:23,-97.729034325,30.283339444,622236.939190405,3350866.08586748,3,4.69982144089105,1.18714554809655
"24907",2015-06-23 05:33:26,-97.728887341,30.283370152,622251.038654728,3350869.64730412,3,-5.78789273304089,4.98032134864479
"24913",2015-06-23 05:33:29,-97.729066106,30.283506702,622233.674976529,3350884.58826817,3,-9.93249841139186,4.44691489124671
"24920",2015-06-23 05:33:31,-97.729271577,30.283588947,622213.809979706,3350893.48209795,2,-3.82909095384336,1.52589191465328
"24926",2015-06-23 05:33:34,-97.72939046,30.283631406,622202.322706844,3350898.05977369,3,-4.49219862111689,1.76103512725482
"24933",2015-06-23 05:33:37,-97.729529941,30.28368043,622188.846110981,3350903.34287908,3,-3.12572479868929,1.70021107327193
"24940",2015-06-23 05:33:40,-97.729626828,30.283727394,622179.468936585,3350908.4435123,3,-2.03607978652387,0.871527281745026
"24947",2015-06-23 05:33:43,-97.729690022,30.283751599,622173.360697225,3350911.05809414,3,-1.56604944561453,0.399764764433106
"24953",2015-06-23 05:33:46,-97.729738722,30.283762893,622168.662548889,3350912.25738843,3,0.17708115997569,0.199238788491736
"24959",2015-06-23 05:33:49,-97.72973313,30.283768232,622169.193792369,3350912.8551048,3,0.883657796463619,0.0857697656999032
"24964",2015-06-23 05:33:52,-97.729705542,30.283770286,622171.844765758,3350913.1124141,3,1.25546076108003,0.377705810125917
"24971",2015-06-23 05:33:54,-97.729679352,30.283776848,622174.35568728,3350913.86782572,2,-0.0128714897437021,1.15104279558485
