"","timestamp","lon","lat","UTMlon","UTMlat","timediff","vLon","vLat"
"437570",2015-07-18 01:24:54,-97.730309653,30.284218442,622113.18394149,3350962.13032109,0,-8.60145370332369,7.23532306728885
"437584",2015-07-18 01:24:57,-97.730575381,30.284416875,622087.37958038,3350983.83629029,3,6.31423914607149,-7.9574804790318
"437599",2015-07-18 01:25:00,-97.730381235,30.284199588,622106.322297818,3350959.96384885,3,4.62773892816622,-6.53752538440749
"437614",2015-07-18 01:25:05,-97.730144495,30.283902347,622129.460992459,3350927.27622193,5,2.36605963433006,-3.7975381926323
"437628",2015-07-18 01:25:08,-97.73007203,30.283798847,622136.559171362,3350915.88360735,3,2.14393321675016,-4.71267868066207
"437642",2015-07-18 01:25:10,-97.730028551,30.283713379,622140.847037795,3350906.45824999,2,0.959692481934326,-1.33534248371143
"437655",2015-07-18 01:25:14,-97.729989266,30.283664802,622144.685807723,3350901.11688006,4,0.0933666135727738,-0.332031063425044
"437667",2015-07-18 01:25:17,-97.72998647,30.283655787,622144.965907564,3350900.12078687,3,-0.616426983615384,0.0691449710478385
"437680",2015-07-18 01:25:20,-97.73000567,30.283657845,622143.116626613,3350900.32822178,3,-0.286480352515355,0.095445090594391
"437693",2015-07-18 01:25:23,-97.730014571,30.283660515,622142.257185556,3350900.61455705,3,0.572183095820947,-0.857020873692818
"437706",2015-07-18 01:25:27,-97.729991177,30.283629356,622144.545917939,3350897.18647356,4,0,0
"437719",2015-07-18 01:25:30,-97.729991177,30.283629356,622144.545917939,3350897.18647356,3,-0.0466835184100394,0.166034003719687
"437732",2015-07-18 01:25:33,-97.729992575,30.283633864,622144.405867384,3350897.68457557,3,-0.4265300979993,0.593473199444512
"437745",2015-07-18 01:25:36,-97.73000567,30.283650056,622143.12627709,3350899.46499517,3,-0.473213426031483,0.759507260750979
"437758",2015-07-18 01:25:39,-97.730020163,30.283670756,622141.706636811,3350901.74351695,3,-0.427347320393892,1.0344604664715
"437770",2015-07-18 01:25:43,-97.730037452,30.28370826,622139.99724753,3350905.88135881,4,0.672354914888274,0.308170633739792
"437783",2015-07-18 01:25:47,-97.730009351,30.28371911,622142.686667189,3350907.11404135,4,-0.149700813111849,1.36132865678519
"437796",2015-07-18 01:25:49,-97.730012147,30.283743704,622142.387265563,3350909.83669866,2,-0.644620120292529,1.32187862810679
"437808",2015-07-18 01:25:51,-97.730025242,30.283767686,622141.098025323,3350912.48045592,2,-0.674806489725597,1.01473552989773
"437821",2015-07-18 01:25:55,-97.73005283,30.283804578,622138.398799364,3350916.53939804,4,-0.379846159135923,0.427476323830585
"437833",2015-07-18 01:25:58,-97.730064527,30.283816263,622137.259260886,3350917.82182701,3,0.354869697417598,0.537496545352042
"437846",2015-07-18 01:26:00,-97.730057024,30.28382589,622137.969000281,3350918.8968201,2,0.656675332807936,0.340342110643784
"437858",2015-07-18 01:26:03,-97.730036426,30.283834903,622139.93902628,3350919.91784643,3,0.329946016970401,0.0262999961463114
"437870",2015-07-18 01:26:06,-97.730026127,30.283835515,622140.928864331,3350919.99674642,3,1.37293375396014,-0.636354727049669
"437882",2015-07-18 01:26:09,-97.729983532,30.283817876,622145.047665592,3350918.08768224,3,1.42280272382777,-1.09013078237573
"437895",2015-07-18 01:26:12,-97.72993954,30.28378794,622149.316073764,3350914.81728989,3,1.42602069625476,-1.37787246486793
"437907",2015-07-18 01:26:15,-97.729895548,30.283750215,622153.594135853,3350910.6836725,3,0.66957653077164,-0.810662397493919
"437919",2015-07-18 01:26:18,-97.729874949,30.283728071,622155.602865445,3350908.25168531,3,0.286480701062828,-0.0954816810165842
"437931",2015-07-18 01:26:21,-97.729866048,30.2837254,622156.462307548,3350907.96524026,3,-0.333163938562696,0.261478701761613
"437943",2015-07-18 01:26:24,-97.729876347,30.283732578,622155.462815732,3350908.74967637,3,0.333163938562696,-0.261478701761613
"437956",2015-07-18 01:26:27,-97.729866048,30.2837254,622156.462307548,3350907.96524026,3,-0.280045961650709,-0.480039689068993
"437968",2015-07-18 01:26:30,-97.729874949,30.283712492,622155.622169663,3350906.5251212,3,-0.329978471039794,-0.0263007854421933
"437980",2015-07-18 01:26:33,-97.729885249,30.28371188,622154.63223425,3350906.44621884,3,-0.383064255816862,0.715217998251319
