"","timestamp","lon","lat","UTMlon","UTMlat","timediff","vLon","vLat"
"348961",2015-07-14 03:03:13,-97.730178792,30.283976832,622126.069906967,3350935.49424939,0,-1.32548034781939,6.98817995702848
"348971",2015-07-14 03:03:17,-97.73023066,30.284229556,622120.767985575,3350963.44696922,4,-1.62885465216823,3.48076061702644
"348980",2015-07-14 03:03:20,-97.730280245,30.284324259,622115.881421619,3350973.88925107,3,-6.88399484901068,6.38449206094568
"348990",2015-07-14 03:03:23,-97.730492708,30.284499144,622095.229437072,3350993.04272725,3,11.5790236684261,-16.4691274970925
"349009",2015-07-14 03:03:29,-97.729781973,30.283600631,622164.703579082,3350894.22796227,6,-5.01611430977937,5.78758200164884
"349027",2015-07-14 03:03:35,-97.730090806,30.28391696,622134.606893224,3350928.95345428,6,-24.9422407625243,34.8045393887442
"349038",2015-07-14 03:03:37,-97.730601293,30.284550003,622084.722411699,3350998.56253305,2,10.1062591437949,-8.70450331891576
"349050",2015-07-14 03:03:40,-97.730289147,30.28431135,622115.04118913,3350972.4490231,3,-8.4919282066791,13.4774776059203
"349061",2015-07-14 03:03:43,-97.730549284,30.2846787,622089.56540451,3351012.88145592,3,4.19728686456801,-8.13257360632997
"349072",2015-07-14 03:03:47,-97.730378531,30.284383519,622106.354551968,3350980.35116149,4,-0.599816256952989,0.409956995035625
"349103",2015-07-14 03:03:56,-97.730434221,30.284417351,622100.956205656,3350984.04077445,9,10.1771263481351,-17.9875265605127
"349115",2015-07-14 03:03:59,-97.730123102,30.283927422,622131.4875847,3350930.07819476,3,-3.87496800816734,7.47162513982039
"349126",2015-07-14 03:04:03,-97.730280758,30.284198621,622115.987712667,3350959.96469532,4,7.3314695386216,-15.8072517332621
"349138",2015-07-14 03:04:06,-97.730057626,30.283768564,622137.982121283,3350912.54294012,3,-5.64949744365488,11.5849726124046
"349150",2015-07-14 03:04:09,-97.730229775,30.284083832,622121.033628952,3350947.29785796,3,3.55025356390979,-6.59487735119183
"349162",2015-07-14 03:04:13,-97.730085214,30.283844404,622135.234643208,3350920.91834856,4,-0.649443575181067,1.75349233229645
"349174",2015-07-14 03:04:15,-97.730098309,30.283876175,622133.935756058,3350924.42533322,2,-3.15792629301238,6.05396568076685
"349185",2015-07-14 03:04:18,-97.730194683,30.284040987,622124.461977179,3350942.58723026,3,-0.287320181116229,0.536441676900722
"349197",2015-07-14 03:04:22,-97.730206381,30.284060462,622123.312696454,3350944.73299697,4,5.54973323348289,-10.6774556438128
"349210",2015-07-14 03:04:25,-97.730037027,30.283769787,622139.961896155,3350912.70063004,3,-5.26965490014603,11.1574948737398
"349223",2015-07-14 03:04:28,-97.730197479,30.28407337,622124.152931454,3350946.17311466,3,5.31509633787209,-6.36551977368072
"349236",2015-07-14 03:04:32,-97.729979426,30.283841507,622145.413316806,3350920.71103557,4,1.29889227659442,-3.50703875953332
"349246",2015-07-14 03:04:34,-97.729953236,30.283777964,622148.011101359,3350913.69695805,2,-0.322310306597501,0.660939159453847
"349258",2015-07-14 03:04:38,-97.729966331,30.283801946,622146.721860132,3350916.34071468,4,-1.71188072257792,-1.65602660819422
"349269",2015-07-14 03:04:42,-97.730038284,30.283742874,622139.874337242,3350909.71660825,4,-1.94375251833117,-4.97634270996787
"349282",2015-07-14 03:04:44,-97.730079853,30.283653473,622135.986832205,3350899.76392283,2,-0.430756353517063,-0.845848747063428
"349292",2015-07-14 03:04:49,-97.730102734,30.283615534,622133.833050438,3350895.5346791,5,0.304264534458828,0.852215684795131
"349303",2015-07-14 03:04:52,-97.730092948,30.283638508,622134.745844041,3350898.09132615,3,-0.165731868473813,1.32398108470564
"349314",2015-07-14 03:04:55,-97.730097655,30.283674393,622134.248648436,3350902.06326941,3,1.05758890812285,3.84118599607609
"349324",2015-07-14 03:04:57,-97.730074774,30.28374349,622136.363826252,3350909.7456414,2,-0.141566880435372,3.17229025655737
"349335",2015-07-14 03:05:00,-97.730078083,30.283829394,622135.939125611,3350919.26251217,3,-0.101349483913509,1.94754899223335
"349346",2015-07-14 03:05:04,-97.730081392,30.283899718,622135.533727675,3350927.05270814,4,-0.592260092652092,1.91745464658986
"349358",2015-07-14 03:05:07,-97.730099194,30.283951795,622133.756947397,3350932.80507208,3,0.50381078675855,0.513243327538172
"349369",2015-07-14 03:05:10,-97.730083303,30.283965534,622135.268379757,3350934.34480206,3,0.260797017913622,0.730470691497127
"349380",2015-07-14 03:05:13,-97.730074915,30.283985226,622136.050770811,3350936.53621413,3,0.653510534320958,-0.848085296340287
