"","timestamp","lon","lat","UTMlon","UTMlat","timediff","vLon","vLat"
"673084",2015-07-30 20:19:15,-97.729806679,30.283856196,622162.010565644,3350922.52473488,0,-1.24120746626217,-0.828631081207491
"673119",2015-07-30 20:19:32,-97.730027666,30.283731234,622140.910038717,3350908.4380065,17,7.41657336518013,3.98035841031621
"673129",2015-07-30 20:19:35,-97.729794982,30.283836722,622163.159758813,3350920.37908173,3,-5.31620122139187,-1.11796316954618
"673138",2015-07-30 20:19:38,-97.729961165,30.283808072,622147.211155149,3350917.02519222,3,2.51247524097562,-1.91878140919531
"673148",2015-07-30 20:19:41,-97.729883479,30.283755378,622154.748580872,3350911.26884799,3,5.976096143558,1.17053169291466
"673157",2015-07-30 20:19:44,-97.729696698,30.283785251,622172.676869302,3350914.78044307,3,-1.41597226391605,0.294117760495283
"673188",2015-07-30 20:19:52,-97.729814182,30.283807622,622161.349091191,3350917.13338515,8,8.65915802478169,1.50265453554069
"673198",2015-07-30 20:19:55,-97.72954361,30.283845672,622187.326565265,3350921.64134876,3,-1.53708630699354,-2.19002819495896
"673208",2015-07-30 20:19:58,-97.72959231,30.283786862,622182.715306344,3350915.07126417,3,-0.27571149491705,0.923857047432102
"673266",2015-07-30 20:20:18,-97.729647485,30.283954119,622177.201076446,3350933.54840512,20,0.0782933761615173,-0.98896741574364
"673289",2015-07-30 20:20:32,-97.7296377,30.283829094,622178.297183712,3350919.7028613,14,0.379834005089166,2.06079244644692
"673325",2015-07-30 20:20:47,-97.729574878,30.284107406,622183.994693789,3350950.614748,15,2.16837562515866,0.954952905814235
"673358",2015-07-30 20:21:00,-97.729280397,30.284216564,622212.183576916,3350963.02913577,13,-8.76854061467263,-12.1731599102107
"673368",2015-07-30 20:21:03,-97.729558103,30.28388974,622185.877955072,3350926.50965604,3,-2.69350743840914,-2.13819150370546
"673386",2015-07-30 20:21:09,-97.729727596,30.283775626,622169.716910441,3350913.68050702,6,4.43978472435265,10.9808810109971
"673395",2015-07-30 20:21:13,-97.729537875,30.284170112,622187.476049339,3350957.60403107,4,-1.76721871539485,-9.34453247697093
"673404",2015-07-30 20:21:15,-97.72957679,30.284001856,622183.941611908,3350938.91496611,2,-2.19574215674947,-4.09021563915303
"673421",2015-07-30 20:21:23,-97.7297632,30.283708413,622166.375674654,3350906.193241,8,9.33107455493882,9.43809134047478
"673430",2015-07-30 20:21:25,-97.729567004,30.283876831,622185.037823764,3350925.06942368,2,6.60054276026009,5.86459829891101
"673440",2015-07-30 20:21:28,-97.729359111,30.284033564,622204.839452044,3350942.66321858,3,-5.85576223087264,-6.02124372159597
