"","timestamp","lon","lat","UTMlon","UTMlat","timediff","vLon","vLat"
"174850",2015-07-06 08:46:58,-97.730184897,30.283845856,622125.644962131,3350920.97209065,0,6.03252339731747,0.141256291574488
"174864",2015-07-06 08:47:01,-97.729996715,30.283847854,622143.742532323,3350921.39585952,3,0.848458314605523,1.00133941532113
"174878",2015-07-06 08:47:05,-97.729960969,30.283883648,622147.136365582,3350925.40121718,4,0.784636665601283,0.394330042880028
"174892",2015-07-06 08:47:07,-97.729944564,30.283890605,622148.705638913,3350926.18987727,2,0.329945817783785,0.0263002679372827
"174905",2015-07-06 08:47:10,-97.729934265,30.283891217,622149.695476366,3350926.26877807,3,0.74240211994038,0.0591760070528835
"174918",2015-07-06 08:47:14,-97.729903367,30.283893053,622152.665084846,3350926.5054821,4,0.429719684179872,-0.14316720305942
"174931",2015-07-06 08:47:16,-97.729894466,30.283890383,622153.524524214,3350926.2191477,2,-0.376628944184631,0.139696650051822
"174943",2015-07-06 08:47:19,-97.729906163,30.283894278,622152.394637382,3350926.63823765,3,-0.65670662408229,-0.340343247012546
"174956",2015-07-06 08:47:22,-97.729926762,30.283885265,622150.424517509,3350925.6172079,3,-0.046683511735561,0.166033984161913
"174968",2015-07-06 08:47:25,-97.72992816,30.283889773,622150.284466974,3350926.11530986,3,-0.329945821431465,-0.0263002856324116
"174981",2015-07-06 08:47:28,-97.729938459,30.283889161,622149.29462951,3350926.036409,3,-0.00321701890788972,0.287742217692236
"174994",2015-07-06 08:47:31,-97.729938459,30.28389695,622149.284978453,3350926.89963565,3,-0.663141043429884,0.23517831771945
"175006",2015-07-06 08:47:34,-97.729959058,30.283903516,622147.295555323,3350927.60517061,3,0.0434660764488702,0.121745163730035
"175019",2015-07-06 08:47:37,-97.72995766,30.283906798,622147.425953552,3350927.9704061,3,-0.49491865557502,-0.0394502789713442
"175032",2015-07-06 08:47:41,-97.729978258,30.283905574,622145.44627893,3350927.81260498,4,-0.499744622386061,0.392218524357304
"175045",2015-07-06 08:47:43,-97.729988557,30.283912752,622144.446789685,3350928.59704203,2,0,0
"175059",2015-07-06 08:47:46,-97.729988557,30.283912752,622144.446789685,3350928.59704203,3,-0.329977813836498,-0.0263004697238406
"175072",2015-07-06 08:47:49,-97.729998857,30.28391214,622143.456856244,3350928.51814062,3,-0.329945756316495,-0.0263000812071065
"175085",2015-07-06 08:47:52,-97.730009156,30.283911528,622142.467018975,3350928.43924038,3,-0.333162988497255,0.261479104869068
"175098",2015-07-06 08:47:55,-97.730019455,30.283918706,622141.467530009,3350929.22367769,3,-0.00241261237533763,0.215806660824455
"175111",2015-07-06 08:47:59,-97.730019455,30.283926495,622141.45787956,3350930.08690434,4,-0.494919185817707,-0.0393946210388094
"175124",2015-07-06 08:48:01,-97.730029754,30.283925884,622140.468041188,3350930.00811509,2,-0.283294442808256,-0.192334376120319
"175136",2015-07-06 08:48:04,-97.730038656,30.283920764,622139.61815786,3350929.43111196,3,0,0
"175148",2015-07-06 08:48:07,-97.730038656,30.283920764,622139.61815786,3350929.43111196,3,0.0466829234113296,-0.165997082367539
"175163",2015-07-06 08:48:10,-97.730037258,30.283916257,622139.75820663,3350928.93312072,3,0.659923958980168,0.0525634462634722
"175177",2015-07-06 08:48:13,-97.730016659,30.28391748,622141.737978507,3350929.09081106,3,0.490092979394831,0.471091143554077
"175190",2015-07-06 08:48:17,-97.729996061,30.283934283,622143.698350424,3350930.97517563,4,0,0
"175204",2015-07-06 08:48:19,-97.729996061,30.283934283,622143.698350424,3350930.97517563,2,-0.376629056564222,0.13973392204692
"175218",2015-07-06 08:48:22,-97.730007758,30.283938179,622142.568463255,3350931.3943774,3,0,0
"175233",2015-07-06 08:48:26,-97.730007758,30.283938179,622142.568463255,3350931.3943774,4,0.424894040275831,0.288445733953267
"175247",2015-07-06 08:48:28,-97.729998857,30.283943298,622143.418251335,3350931.97126886,2,0.706606769895492,-0.113433386975278
"175259",2015-07-06 08:48:31,-97.72997686,30.283940014,622145.538071645,3350931.6309687,3,0.613207862712443,0.218634381114195
"175271",2015-07-06 08:48:34,-97.72995766,30.283945746,622147.377695233,3350932.28687185,3,0.659923739304456,0.0525639147187273
"175283",2015-07-06 08:48:37,-97.729937061,30.283946969,622149.357466451,3350932.44456359,3,0.653456676945401,0.628122003904233
"175296",2015-07-06 08:48:40,-97.729916463,30.283963772,622151.317836482,3350934.3289296,3,-0.424893462273758,-0.288473741034977
"175308",2015-07-06 08:48:44,-97.729934265,30.283953533,622149.618262633,3350933.17503464,4,-0.00482617324450985,0.431668744655326
"175319",2015-07-06 08:48:46,-97.729934265,30.283961323,622149.608610286,3350934.03837213,2,0,0
"175332",2015-07-06 08:48:49,-97.729934265,30.283961323,622149.608610286,3350934.03837213,3,0.28647997804607,-0.095481818386664
"175344",2015-07-06 08:48:52,-97.729925364,30.283958652,622150.46805022,3350933.75192667,3,0.65992323080233,0.052601046860218
"175356",2015-07-06 08:48:55,-97.729904765,30.283959876,622152.447819913,3350933.90972981,3,0.986619539170836,0.366643481887877
"175368",2015-07-06 08:48:58,-97.729873868,30.283969501,622155.40767853,3350935.00966026,3,-0.0498686825158074,0.45377654939269
"175379",2015-07-06 08:49:01,-97.729875265,30.283981798,622155.258072483,3350936.37098991,3,-0.329977566880795,-0.0263008051551878
"175391",2015-07-06 08:49:04,-97.729885565,30.283981186,622154.268139782,3350936.29208749,3,-0.619642564949269,0.356923550212135
"175403",2015-07-06 08:49:07,-97.729904765,30.283991034,622152.409212087,3350937.36285814,3,-0.663140496316676,0.235178112983704
"175415",2015-07-06 08:49:10,-97.729925364,30.2839976,622150.419790598,3350938.06839248,3,-0.243013451690786,0.217190051296105
"175426",2015-07-06 08:49:13,-97.729932867,30.284003552,622149.690750243,3350938.71996264,3,-0.526307886543994,0.0248923962935805
"175437",2015-07-06 08:49:16,-97.729949272,30.284004385,622148.111826584,3350938.79463982,3,-0.182260041154223,0.16289257525932
"175449",2015-07-06 08:49:20,-97.729956775,30.284010337,622147.382786419,3350939.44621013,4,0.0700251321541145,-0.24905099440366
"175461",2015-07-06 08:49:22,-97.729955377,30.284005829,622147.522836683,3350938.94810814,2,-0.214859551662812,0.0715837114257738
"175473",2015-07-06 08:49:26,-97.729964278,30.284008499,622146.663398477,3350939.23444298,4,0.373411442851648,0.148045388516039
"174501",2015-07-06 08:49:29,-97.729952581,30.284012393,622147.783632805,3350939.67857915,3,-0.329945413279347,-0.0263002238546809
"174513",2015-07-06 08:49:32,-97.72996288,30.284011781,622146.793796565,3350939.59967848,3,-0.424893648712896,-0.288445880636573
"174524",2015-07-06 08:49:34,-97.729971781,30.284006662,622145.944009268,3350939.02278672,2,-0.613239564234391,-0.218634672618161
"174536",2015-07-06 08:49:37,-97.729990982,30.28400093,622144.104290575,3350938.3668827,3,0.0434660624402265,0.121745152864605
"174547",2015-07-06 08:49:40,-97.729989584,30.284004212,622144.234688763,3350938.73211816,3,-0.236579133896157,-0.358331196320554
"174558",2015-07-06 08:49:43,-97.729997087,30.283994585,622143.524951361,3350937.65712457,3,-0.149647015728988,-0.114840883916865
"174569",2015-07-06 08:49:46,-97.730001794,30.283991522,622143.076010314,3350937.31260192,3,0.133615104171137,0.0774932280182838
"174581",2015-07-06 08:49:49,-97.7299976,30.283993579,622143.476855626,3350937.5450816,3,-0.19632996347112,0.0511561874300241
"174593",2015-07-06 08:49:52,-97.730003705,30.283995023,622142.887865736,3350937.69855016,3,-0.799919258647909,-1.03070491443699
"174603",2015-07-06 08:49:55,-97.730029011,30.283967368,622140.48810796,3350934.60643542,3,-0.286479444786285,0.0954451340561112
"174613",2015-07-06 08:49:58,-97.730037912,30.283970038,622139.628669625,3350934.89277082,3,-0.526308026048355,0.0248928864796956
"174625",2015-07-06 08:50:01,-97.730054317,30.283970871,622138.049745547,3350934.96744948,3,-0.196329979420019,0.0511562855293353
"174635",2015-07-06 08:50:04,-97.730060422,30.283972315,622137.460755609,3350935.12091834,3,0.0402494280133396,0.409487337960551
"174646",2015-07-06 08:50:07,-97.730059024,30.283983386,622137.581503893,3350936.34938035,3,-0.572959139089411,0.190927380540719
"174659",2015-07-06 08:50:10,-97.730076826,30.283988727,622135.862626476,3350936.92216249,3,-0.246229831362143,0.50493257973964
"174670",2015-07-06 08:50:13,-97.730084329,30.284002468,622135.123936982,3350938.43696023,3,0.0466832359864687,-0.166034042369574
"174681",2015-07-06 08:50:16,-97.730082931,30.28399796,622135.26398669,3350937.9388581,3,-0.286479720380157,0.095482209076484
"174691",2015-07-06 08:50:19,-97.730091832,30.284000631,622134.404547529,3350938.22530473,3,-0.00321664094614486,0.287742214122166
"174703",2015-07-06 08:50:22,-97.730091832,30.28400842,622134.394897606,3350939.08853137,3,-0.283294711494818,-0.192297283404817
"174715",2015-07-06 08:50:25,-97.730100734,30.284003301,622133.545013471,3350938.51163952,3,0,0
"174725",2015-07-06 08:50:28,-97.730100734,30.284003301,622133.545013471,3350938.51163952,3,-0.247459097969113,-0.019724843557924
"174736",2015-07-06 08:50:32,-97.730111033,30.284002689,622132.555177079,3350938.43274015,4,-0.494918200536631,-0.0394496426451951
"174747",2015-07-06 08:50:34,-97.730121332,30.284002077,622131.565340678,3350938.35384086,2,-0.00321656632392357,0.287742212414742
"174758",2015-07-06 08:50:37,-97.730121332,30.284009866,622131.555690979,3350939.2170675,3,0.373411625274457,0.148044865423193
"174768",2015-07-06 08:50:40,-97.730109635,30.28401376,622132.675925855,3350939.6612021,3,0.423311436471219,-0.305731356609613
"174780",2015-07-06 08:50:43,-97.73009654,30.284005357,622133.945860165,3350938.74400803,3,-0.420094840073337,0.0179891432635486
"174790",2015-07-06 08:50:46,-97.730109635,30.284005971,622132.685575644,3350938.79797546,3,-0.280058741511311,-0.111033648368903
"174801",2015-07-06 08:50:50,-97.730121332,30.284002077,622131.565340678,3350938.35384086,4,0.429718914034311,-0.143168010981753
"174813",2015-07-06 08:50:52,-97.730112431,30.283999407,622132.424778506,3350938.06750484,2,0.243013105005957,-0.217190423669914
