"","timestamp","lon","lat","UTMlon","UTMlat","timediff","vLon","vLat"
"739649",2015-08-05 10:12:18,-97.72998562,30.283833369,622144.827637874,3350919.80247002,0,0.0933664894352357,-0.332031065287689
"739661",2015-08-05 10:12:21,-97.729982824,30.283824354,622145.107737342,3350918.80637682,3,0.0325996059691533,0.091308863600716
"739673",2015-08-05 10:12:25,-97.729981426,30.283827636,622145.238135766,3350919.17161228,4,-0.0748505332740024,0.680664323968813
"739686",2015-08-05 10:12:27,-97.729982824,30.283839933,622145.088434699,3350920.53294092,2,-0.0466834466982012,0.166034003564467
"739698",2015-08-05 10:12:30,-97.729984222,30.283844441,622144.948384359,3350921.03104294,3,-0.0933664701102922,0.332031067150335
"739711",2015-08-05 10:12:33,-97.729987018,30.283853456,622144.668284949,3350922.02713614,3,0.283294972226334,0.192297559697181
"739723",2015-08-05 10:12:36,-97.729978116,30.283858575,622145.518169865,3350922.60402882,3,-0.333195296659445,0.261478659386436
"739736",2015-08-05 10:12:39,-97.729988416,30.283865753,622144.518583975,3350923.38846479,3,-0.0499003159347922,0.45377622017016
"739750",2015-08-05 10:12:42,-97.729989814,30.28387805,622144.368883028,3350924.74979345,3,-0.00321688766901692,0.287742214587828
"739764",2015-08-05 10:12:45,-97.729989814,30.283885839,622144.359232365,3350925.6130201,3,-0.329946256436718,-0.0262631635802488
"739776",2015-08-05 10:12:48,-97.730000113,30.283885228,622143.369393595,3350925.53423061,3,0.280059280979913,0.111006235587411
"739790",2015-08-05 10:12:52,-97.729988416,30.283889121,622144.489630719,3350925.97825555,4,0,0
"739803",2015-08-05 10:12:54,-97.729988416,30.283889121,622144.489630719,3350925.97825555,2,0.249896105582593,-0.196081287693232
"739817",2015-08-05 10:12:58,-97.729978116,30.283881944,622145.489215142,3350925.1939304,4,0.0350125808618031,-0.124525501392782
"739831",2015-08-05 10:13:02,-97.729976718,30.283877436,622145.629265465,3350924.69582839,4,0,0
"739843",2015-08-05 10:13:04,-97.729976718,30.283877436,622145.629265465,3350924.69582839,2,-0.326761037305308,-0.314042716131856
"739853",2015-08-05 10:13:07,-97.729987018,30.283869035,622144.648982353,3350923.75370025,3,-1.0429871926317,0.662654777833571
"739864",2015-08-05 10:13:10,-97.730019314,30.283887286,622141.520020775,3350925.74166458,3,0,0
"739876",2015-08-05 10:13:13,-97.730019314,30.283887286,622141.520020775,3350925.74166458,3,0.663141014520079,-0.235178667275856
"739889",2015-08-05 10:13:16,-97.729998715,30.28388072,622143.509443819,3350925.03612858,3,-0.333163114031777,0.261479075842847
"739902",2015-08-05 10:13:19,-97.730009014,30.283887898,622142.509954477,3350925.8205658,3,0.329945835634135,0.0263000804310044
"739914",2015-08-05 10:13:22,-97.729998715,30.28388851,622143.499791984,3350925.89946605,3,0.329946245222042,0.0262631680816412
"739926",2015-08-05 10:13:25,-97.729988416,30.283889121,622144.489630719,3350925.97825555,3,0.00241266866214573,-0.215806661057286
"739938",2015-08-05 10:13:29,-97.729988416,30.283881332,622144.499281394,3350925.11502891,4,0.494966873840895,0.0394507467281073
"739950",2015-08-05 10:13:31,-97.729978116,30.283881944,622145.489215142,3350925.1939304,2,-0.0374252639594488,0.340332163730636
"739961",2015-08-05 10:13:35,-97.729979514,30.283894241,622145.339514086,3350926.55525905,4,0.376629259088077,-0.139733832484732
"739973",2015-08-05 10:13:38,-97.729967817,30.283890345,622146.469401863,3350926.13605756,3,-0.706607134236644,0.113433337459962
"739984",2015-08-05 10:13:41,-97.729989814,30.283893629,622144.34958046,3350926.47635757,3,-0.33316309330985,0.261479049765815
"739995",2015-08-05 10:13:44,-97.730000113,30.283900807,622143.35009118,3350927.26079472,3,-0.32994579411267,-0.0263000767057141
"740006",2015-08-05 10:13:47,-97.730010412,30.283900195,622142.360253798,3350927.18189449,3,-0.379878034776387,0.427475826969991
"740018",2015-08-05 10:13:50,-97.73002211,30.28391188,622141.220619694,3350928.46432197,3,0.376661197127153,-0.139733613003045
"740030",2015-08-05 10:13:53,-97.730010412,30.283907984,622142.350603285,3350928.04512113,3,0.383062899500753,-0.715218361467123
"739022",2015-08-05 10:13:56,-97.729998715,30.28388851,622143.499791984,3350925.89946605,3,0,0
