"","timestamp","lon","lat","UTMlon","UTMlat","timediff","vLon","vLat"
"799384",2015-08-10 10:35:35,-97.730388457,30.284010282,622105.862141765,3350938.9759883,0,-1.46307751454879,0.680611765322586
"799391",2015-08-10 10:35:38,-97.730433848,30.284029146,622101.472909221,3350941.0178236,3,-1.17981423391029,0.872945243182282
"799398",2015-08-10 10:35:41,-97.730470338,30.28405313,622097.93346652,3350943.63665933,3,-1.46310884008805,0.680649378802627
"799405",2015-08-10 10:35:44,-97.73051573,30.284071995,622093.544139999,3350945.67860746,3,-1.41639371596587,0.514616091735661
"799412",2015-08-10 10:35:47,-97.730559723,30.284086352,622089.294958852,3350947.22245574,3,-0.799937477102503,0.445468839257956
"799419",2015-08-10 10:35:50,-97.730584515,30.284098651,622086.89514642,3350948.55886226,3,-0.423341736158666,0.305732769581179
"799427",2015-08-10 10:35:53,-97.730597611,30.284107054,622085.625121212,3350949.47606057,3,-0.376627601527919,0.139735881860058
"799434",2015-08-10 10:35:56,-97.730609308,30.28411095,622084.495238407,3350949.89526821,3,-0.379874943445126,0.427477751703312
"799444",2015-08-10 10:35:59,-97.730621006,30.284122635,622083.355613577,3350951.17770147,3,-2.1571884676232,0.680617827456445
"799453",2015-08-10 10:36:03,-97.73071039,30.284148067,622074.726859706,3350953.90017278,4,8.21195427048951,-4.46841359689521
"799469",2015-08-10 10:36:09,-97.730201301,30.283901215,622123.998585329,3350927.08969119,6,1.11468668659934,-0.323069818676091
"799499",2015-08-10 10:36:22,-97.730051149,30.283861862,622138.489512255,3350922.88978355,13,0.754883115567888,-0.423338950689261
"799517",2015-08-10 10:36:28,-97.73000436,30.283838489,622143.018810948,3350920.34974985,6,0.256730819062795,-0.174991448487466
"799533",2015-08-10 10:36:34,-97.729988469,30.283828861,622144.559195863,3350919.29980116,6,0.572959804713416,-0.190890013240278
"799541",2015-08-10 10:36:37,-97.729970667,30.283823521,622146.278075277,3350918.72713112,3,-0.416878338282307,-0.269790459889919
"799550",2015-08-10 10:36:40,-97.729983762,30.283816345,622145.027440262,3350917.91775974,3,0.0439785969065269,-0.222020083689131
"799566",2015-08-10 10:36:48,-97.729980311,30.283800285,622145.379269037,3350916.14159907,8,-1.15181821551894,1.57597784300081
"799587",2015-08-10 10:36:59,-97.730110007,30.283957966,622132.709268667,3350933.47735534,11,-0.795888771710452,1.35090947787588
