"","timestamp","lon","lat","UTMlon","UTMlat","timediff","vLon","vLat"
"222561",2015-07-08 12:46:45,-97.730154602,30.283930577,622128.453891321,3350930.39398365,0,-0.302543059030237,0.0580605184659362
"222575",2015-07-08 12:46:48,-97.730164017,30.28393224,622127.546262144,3350930.5681652,3,-0.299294560022342,-0.229681304655969
"222589",2015-07-08 12:46:51,-97.730173431,30.283926114,622126.648378464,3350929.87912129,3,-0.0160315680550411,-0.037384570731471
"222602",2015-07-08 12:46:54,-97.730173944,30.283925107,622126.60028376,3350929.76696758,3,-0.0128151449607685,-0.325126776471734
"222616",2015-07-08 12:46:57,-97.730174457,30.283916311,622126.561838325,3350928.79158725,3,-0.812787701026537,0.120339064858854
"222630",2015-07-08 12:47:00,-97.730199763,30.283919814,622124.123475222,3350929.15260444,3,0.136864175282729,-0.210285800819596
"222643",2015-07-08 12:47:03,-97.730195568,30.283914081,622124.534067748,3350928.52174704,3,-0.193113665523318,-0.236585674341768
"222656",2015-07-08 12:47:06,-97.730201673,30.283907736,622123.954726751,3350927.81199002,3,0.0901494327699766,-0.0442890208214521
"222669",2015-07-08 12:47:09,-97.730198877,30.28390651,622124.22517505,3350927.67912295,3,0.0466831060669695,-0.166034082106004
"222682",2015-07-08 12:47:12,-97.730197479,30.283902002,622124.365224368,3350927.18102071,3,-0.0434663332998753,-0.121745063612858
"222694",2015-07-08 12:47:15,-97.730198877,30.28389872,622124.234825368,3350926.81578552,3,-1.3907810265664,-0.311267654877156
"222706",2015-07-08 12:47:16,-97.730213371,30.283896052,622122.844044341,3350926.50451786,1,-0.0782394404057413,-0.219141100533307
"222718",2015-07-08 12:47:21,-97.730217565,30.283886206,622122.452847139,3350925.40881236,5,-0.133615808328614,-0.0774560178009172
"222730",2015-07-08 12:47:24,-97.730221759,30.28388415,622122.051999714,3350925.17644431,3,-0.135224165569525,0.0664335580077022
"221664",2015-07-08 12:47:26,-97.730224555,30.283885376,622121.781551383,3350925.30931142,2,-0.0466826594201848,0.165997149733206
"221678",2015-07-08 12:47:29,-97.730225953,30.283889883,622121.641503405,3350925.80730287,3,0,0
"221692",2015-07-08 12:47:32,-97.730225953,30.283889883,622121.641503405,3350925.80730287,3,0.0700239891302772,-0.248995724599808
"221706",2015-07-08 12:47:34,-97.730224555,30.283885376,622121.781551383,3350925.30931142,2,0.0260798202827573,0.073047031275928
"221720",2015-07-08 12:47:39,-97.730223157,30.283888658,622121.911950485,3350925.67454658,5,0.630142960872035,-0.0269843596033752
"221735",2015-07-08 12:47:41,-97.730210062,30.283888044,622123.172236406,3350925.62057786,2,0.100211846263846,0.0580920241773129
"221749",2015-07-08 12:47:45,-97.730205868,30.2838901,622123.573083791,3350925.85294596,4,0.466810075449757,-0.183986288650582
"221764",2015-07-08 12:47:48,-97.730191374,30.283884979,622124.973514018,3350925.30098709,3,-0.286479530312742,0.0954455429067214
"221779",2015-07-08 12:47:51,-97.730200275,30.283887649,622124.114075427,3350925.58732372,3,0.065199509204831,0.182617593789473
"221794",2015-07-08 12:47:53,-97.730198877,30.283890931,622124.244474445,3350925.95255891,2,0.315071478282334,-0.0134921122808009
"221809",2015-07-08 12:47:57,-97.730185782,30.283890317,622125.504760358,3350925.89859046,4,0.0651994853978977,0.182617602637038
"221824",2015-07-08 12:47:59,-97.730184384,30.283893599,622125.635159329,3350926.26382566,2,-0.197967506037094,-0.0157797238789499
"221839",2015-07-08 12:48:04,-97.730194683,30.283892987,622124.645321799,3350926.18492704,5,-0.0260798008879647,-0.0730470384471118
"221854",2015-07-08 12:48:09,-97.730196081,30.283889705,622124.514922794,3350925.81969185,5,-0.00482516846386716,0.431668718345463
"221869",2015-07-08 12:48:11,-97.730196081,30.283897495,622124.505272457,3350926.68302929,2,-0.24507116532186,-0.235531550599262
"221884",2015-07-08 12:48:15,-97.730206381,30.283889094,622123.524987796,3350925.74090309,4,-0.0933657785644755,0.332031229821344
"221899",2015-07-08 12:48:18,-97.730209177,30.283898109,622123.244890461,3350926.73699678,3,-0.329945832064065,-0.0262994679311911
"221914",2015-07-08 12:48:21,-97.730219476,30.283897497,622122.255052964,3350926.65809837,3,0,0
"221929",2015-07-08 12:48:24,-97.730219476,30.283897497,622122.255052964,3350926.65809837,3,0,0
"221944",2015-07-08 12:48:27,-97.730219476,30.283897497,622122.255052964,3350926.65809837,3,0,0
"221959",2015-07-08 12:48:30,-97.730219476,30.283897497,622122.255052964,3350926.65809837,3,-0.0466826616320759,0.165997148336222
"221974",2015-07-08 12:48:33,-97.730220874,30.283902004,622122.115004979,3350927.15608982,3,0,0
"221988",2015-07-08 12:48:36,-97.730220874,30.283902004,622122.115004979,3350927.15608982,3,0.0651995312073268,0.182617580750957
"222003",2015-07-08 12:48:38,-97.730219476,30.283905286,622122.245404042,3350927.52132498,2,-0.494918713346124,-0.0394491569604725
"222017",2015-07-08 12:48:40,-97.730229775,30.283904674,622121.255566615,3350927.44242666,2,-0.00193001702427864,0.17266748668626
"222031",2015-07-08 12:48:45,-97.730229775,30.283912464,622121.24591653,3350928.3057641,5,-0.0700239619472995,0.248995728092268
"222046",2015-07-08 12:48:47,-97.730231173,30.283916971,622121.105868606,3350928.80375555,2,0.00241220922907814,-0.21580665151123
"222060",2015-07-08 12:48:51,-97.730231173,30.283909182,622121.115517443,3350927.94052895,4,0,0
"222074",2015-07-08 12:48:54,-97.730231173,30.283909182,622121.115517443,3350927.94052895,3,0,0
